Annual Income,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Home Ownership,Years in current job,Purpose,Term,monthly_debt_to_annual_income,part_of_loan_to_pay,months_to_pay,was_bankrupt,was_problems,is_tax_liens,was_delinquent_in_last_month,Credit Default
-0.2027334643907894,-0.1031789807490464,3.6481040188247387,-0.55244236971234,-0.11473189929358996,-0.3264900671789613,1.2913556243084963,-0.3273751528441557,-0.3592547367207037,0.00684143821800471,-0.11864330704494909,-0.23772419707832212,Rent,9 years,debt consolidation,Long Term,-0.017964576499633646,0.2057795096366802,-0.031028911860058496,0,0,0,0,1.0
0.04129111611836513,-0.1031789807490464,-0.029481981099391662,0.06771244961378611,-0.19657013074766777,-0.3264900671789613,0.8496415120569574,-0.3273751528441557,-0.35351608681431657,-0.29427434559685356,0.5565288884930044,-0.2526793890726531,Rent,2 years,debt consolidation,Long Term,0.4977028460614252,0.402656996341403,-0.6040806356474884,0,0,0,0,0.0
0.15742544202491165,-0.1031789807490464,-1.4596543144032201,-1.031652911918892,-0.3397663570396624,-0.3264900671789613,0.6729558671563419,-0.3273751528441557,-0.3697601296023926,-0.726406500113699,-0.6030463932527622,-0.2560782963440919,Rent,8 years,other,Long Term,-0.9153787203271064,0.32354072980692045,-0.8058535213471575,0,0,0,0,0.0
-0.6745552671985475,-0.1031789807490464,-0.23379231442851003,-0.08732625521774559,-0.2026414125232179,-0.3264900671789613,0.3637559885802647,-0.3273751528441557,-0.3714695585540257,-0.8683456424938372,-0.2050261292582426,-0.23568485271545883,Own Home,9 years,debt consolidation,Short Term,0.686343108876425,0.5590563810350186,-1.0610046899175756,0,0,0,0,1.0
-0.2027334643907894,-0.1031789807490464,-0.029481981099391662,-0.016854116657958548,-0.16148242326553738,-0.3264900671789613,0.18707034367964917,-0.3273751528441557,-0.3559396680300215,-0.2660002959924733,0.054122337381637915,-0.23772419707832212,Home Mortgage,2 years,home improvements,Long Term,0.21480492350360259,0.36896090720009456,-0.42929675800815836,0,0,0,0,0.0
1.0327446219272682,-0.1031789807490464,-0.4381026477576284,2.22415988954327,1.5860541479661108,-0.3264900671789613,-0.29881517979704353,-0.3273751528441557,-0.36393899820256115,4.515841232168855,0.008986890158645029,-0.2560782963440919,Home Mortgage,< 1 year,debt consolidation,Short Term,-0.7889849256808289,-2.8289651610062987,4.756848293132516,0,0,0,0,0.0
-0.6203330422618545,-0.1031789807490464,-1.4596543144032201,-0.3833092371688511,0.027058171818781368,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.36126041170295753,0.532784272408136,-0.9846691352224493,-0.24792091889263868,Own Home,10+ years,debt consolidation,Short Term,-0.8954601545534212,-0.11369609280766567,3.1359706806509737,0,0,0,1,0.0
-0.13078521530737042,-0.1031789807490464,-0.4381026477576284,0.5187341363964231,0.24112461916379185,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3644696291437195,0.47538283166201994,0.0053523878541718185,-0.22752747526400557,Rent,2 years,debt consolidation,Short Term,0.054049290149039406,-0.32922715329937396,0.39379787374608094,0,0,0,1,1.0
-0.2027334643907894,-0.1031789807490464,0.5834490188879634,-0.5242535142884253,0.6325155061603609,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3651308557828313,-0.02848690142851465,0.5461325214360229,-0.23772419707832212,Rent,7 years,debt consolidation,Long Term,0.8776969291390421,-0.0381698722478914,-0.3882589006580726,0,0,0,1,0.0
0.08266412327441006,-0.1031789807490464,0.37913868555884506,-0.5947256528482123,0.11963281164433613,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3615339753228812,-0.01915703395342741,0.42991297100228654,-0.23908375998689765,Home Mortgage,10+ years,debt consolidation,Long Term,0.29801831608724716,0.14658846116007931,-0.34045239905150865,0,0,0,1,0.0
-0.760618001205451,-0.1031789807490464,0.7877593522170818,-0.2564593877612344,-0.3178634222417649,-0.3264900671789613,3.014040662089498,-0.3273751528441557,-0.36192576241674157,-0.6564893834863684,-0.07722688543583577,-0.24452201162119983,Home Mortgage,4 years,debt consolidation,Long Term,1.196564686468299,0.462052879312407,-0.8191032129937282,0,0,0,0,1.0
-0.8070520769328411,-0.1031789807490464,-0.4381026477576284,0.13818458817357315,-0.32623418131105203,-0.3264900671789613,0.14289893245449528,-0.3273751528441557,-0.363308702123491,-0.4701195917279185,-0.2179581955974147,4.241355805223791,Rent,8 years,debt consolidation,Short Term,1.0413272095130142,0.3361479221893098,-0.5571123014760767,0,0,0,0,1.0
0.6427966589933342,-0.1031789807490464,0.1748283522297267,-0.17189282148948976,-0.01458056450018242,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,2.7511385336896237,0.4953510236361396,0.5583884012999442,-0.23568485271545883,Rent,3 years,debt consolidation,Long Term,-0.12346646814524646,0.5715936164616088,0.026177989740190474,0,0,0,1,0.0
-0.19832345561138912,-0.1031789807490464,1.1963800188753184,-0.270553815473192,-0.14103527265360283,-0.3264900671789613,0.23124175490480306,-0.3273751528441557,-0.3663206513257653,-0.40350206237836267,-0.2920851379467869,-0.22820725671829337,Rent,2 years,debt consolidation,Short Term,-0.2565646074375354,0.174623168251036,-0.43776222342103044,0,0,0,0,0.0
-0.9665740101063564,-0.1031789807490464,0.1748283522297267,-0.31283709860906384,-0.17288055172154296,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.368629445796427,-0.5229129881723146,-0.4150665531330316,-0.23296572689830775,Rent,3 years,buy a car,Long Term,1.141157091099728,0.12452488722557054,-0.5468434254983539,0,0,0,1,0.0
0.5639078668448424,-0.1031789807490464,0.37913868555884506,-0.763858785391701,0.09693581274500426,-0.3264900671789613,1.0704985681827268,-0.3273751528441557,2.7511385336896237,0.5701037423084848,0.15293008607766542,-0.2363646341697466,Home Mortgage,2 years,other,Short Term,-0.42290457750782573,0.571454276638209,0.3607268245288503,0,0,0,0,0.0
-0.5054516993511264,-0.1031789807490464,2.422242018850029,0.15227901588553028,0.16213178407318712,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.369103027037953,1.0862047041011156,0.34243134576671047,-0.28258977306131494,Own Home,< 1 year,other,Short Term,1.2408683632740312,-2.2375751552313323,0.6769070505472051,0,0,0,1,1.0
-0.2027334643907894,-0.1031789807490464,-0.6424129810867467,0.03952359418987139,-0.386219106973572,1.6169031898386654,2.0422696151361124,2.534295763625736,-0.3699065342532562,-0.5662058488341523,-1.0370735870543886,-0.23772419707832212,Home Mortgage,7 years,debt consolidation,Short Term,-1.2553781709395386,0.02554279693323992,-0.05582982529763167,1,1,0,0,0.0
-0.5469475479773497,-0.1031789807490464,-1.0510336477449835,-0.11551511064166031,-0.2989878568305859,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3663577679978153,-0.3086104834244266,-1.0829697440620387,-0.26423567379554513,Rent,3 years,debt consolidation,Long Term,-1.1327973288152837,0.09120708943977307,0.9774526646694112,0,0,0,1,1.0
-1.134424594957959,-0.1031789807490464,-1.0510336477449835,-0.9470863456471476,-0.25321336998331817,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.37180910736870476,-0.029397132401693893,-0.928207564539005,-0.2424826672583365,Rent,1 year,debt consolidation,Short Term,0.2315005929174387,-3.060309618465455,1.225007549392747,0,0,0,1,1.0
-0.2027334643907894,-0.1031789807490464,0.7877593522170818,-1.102125050478679,-0.18060613370841466,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.35808968562580296,-0.23300442321472575,-0.23072121531777412,-0.23772419707832212,Home Mortgage,10+ years,debt consolidation,Short Term,-0.16896866505359223,0.3269387233857264,-0.2492646997836513,0,0,0,1,1.0
-0.1433396135595907,-0.1031789807490464,1.1963800188753184,0.7724338352116565,0.4570273397433693,-0.3264900671789613,-0.21047235734673578,-0.3273751528441557,-0.3576951491488277,0.8375978695515348,-0.2209165114266371,-0.2424826672583365,Own Home,10+ years,debt consolidation,Short Term,-0.22332069078846414,-0.06990904033991775,1.1022500360508756,0,0,0,0,0.0
-0.3649947623492803,-0.1031789807490464,0.5834490188879634,1.279833232842123,-0.20512286284020026,1.6169031898386654,2.174783848811574,2.534295763625736,-0.36451361927355647,-0.6203645917383173,-0.23165097172124402,-0.24792091889263868,Rent,8 years,debt consolidation,Long Term,0.04294134670784243,0.40417535915505676,-0.7438799660009968,1,1,0,0,1.0
-0.42312334603764273,-0.1031789807490464,-0.6424129810867467,-1.6659021589569754,-0.22748900169726782,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.36690901931233466,-0.41192169888027064,-0.8719995637837797,-0.2295668196268689,Rent,3 years,debt consolidation,Short Term,-0.8776951528502143,0.14486484747280595,0.0813580116786992,0,0,0,1,1.0
0.9513990003752109,-0.1031789807490464,-0.029481981099391662,0.08180687732574322,-0.3000796949700581,-0.3264900671789613,0.5846130447060341,-0.3273751528441557,-0.3690927168512725,-0.6442581547842724,-0.803704729783446,-0.22820725671829337,Rent,2 years,debt consolidation,Short Term,-1.374627722210833,0.2470471872542241,-0.549670027226714,0,0,0,0,0.0
0.49808940712331956,-0.1031789807490464,0.37913868555884506,0.7865282629236137,-0.050975169149256844,-0.3264900671789613,-0.29881517979704353,-0.3273751528441557,-0.3661275071619499,0.713010005097626,1.7787359425088791,-0.23772419707832212,Home Mortgage,4 years,other,Short Term,1.1188329949214173,-0.7389507356676642,-0.26470281435155707,0,0,0,0,0.0
0.5438110023236756,-0.1031789807490464,0.5834490188879634,1.0825112448747194,-0.1884806027143053,-0.3264900671789613,0.49627022225572637,-0.3273751528441557,2.7511385336896237,-0.3037179919435882,-0.4561448815045195,-0.2424826672583365,Rent,3 years,debt consolidation,Long Term,-0.958668487609843,0.5730830891857119,-0.18939995545505148,0,0,0,0,0.0
-0.528914420155178,-0.1031789807490464,-0.6424129810867467,-1.243069327598253,-0.09583979088029769,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.36487103907848173,-0.32419818884012114,-0.4367045203410581,-0.22888703817258113,Rent,3 years,debt consolidation,Short Term,-0.034757868545684745,0.18877450543909166,-0.2357722856863213,0,0,0,1,0.0
-0.5967229116935889,-0.1031789807490464,-0.8467233144158651,0.5892062749562101,-0.24409817581893634,-0.3264900671789613,0.982155745732419,-0.3273751528441557,-0.35909183577115117,-0.6952310892823099,0.023271329448318806,-0.23228594544401998,Home Mortgage,10+ years,debt consolidation,Long Term,0.9192695554996325,0.500669268104671,-0.8764221721514568,0,0,0,0,1.0
-0.2027334643907894,-0.1031789807490464,-0.6424129810867467,-0.3692148094568938,0.054784243360530796,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3620508593484654,0.27388044997446503,-0.9173040576255854,-0.23772419707832212,Own Home,3 years,debt consolidation,Short Term,-1.0940110567005044,-0.02691656164597216,1.9951358916022168,0,0,0,1,0.0
-0.5605583828731031,-0.1031789807490464,0.9920696855462001,-0.15779839377753263,0.07442078686891777,-0.3264900671789613,1.1588413906330346,-0.3273751528441557,-0.36263647795191994,-0.5660920699625049,-0.4097415846404313,-0.2268476938097178,Rent,10+ years,debt consolidation,Short Term,0.0651728789903521,0.4044591319404367,-0.6131189320679057,0,0,0,0,1.0
-0.6003590192108661,-0.1031789807490464,-1.0510336477449835,0.3355065761409767,0.3314494107019493,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,2.7511385336896237,1.3907907435012197,0.030286764129046167,-0.2384039785326099,Home Mortgage,10+ years,debt consolidation,Short Term,0.9414393072375845,0.5699245077703526,1.3466230767150607,0,0,0,1,0.0
-0.4724073438731689,-0.1031789807490464,-0.23379231442851003,-0.28464824318514914,0.07872196741835384,-0.3264900671789613,0.8054701008318035,-0.3273751528441557,-0.3627388924729466,0.08682798498613067,-0.1401967509435693,-0.31521928286712786,Rent,10+ years,other,Long Term,0.3646741443194665,0.03792922084084886,0.08044048476949514,0,0,0,0,0.0
0.3452254816334671,-0.1031789807490464,0.37913868555884506,1.35030537140191,0.061434530210043484,-0.3264900671789613,2.572326549837959,-0.3273751528441557,-0.3697656283686222,-0.46278085450666084,0.03907718830730695,-0.22616791235543005,Rent,< 1 year,other,Short Term,-0.37411196337946023,-0.12911063979579374,-0.631876296359489,0,0,0,0,1.0
-0.2027334643907894,-0.1031789807490464,0.5834490188879634,-0.763858785391701,0.040855035581203215,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3621883285042059,0.37719166543030913,1.1046625499932083,-0.23772419707832212,Rent,2 years,debt consolidation,Long Term,1.6302120250399155,-0.08928231679647242,-0.2738495515613856,0,0,0,1,0.0
-0.7496359737715127,-0.1031789807490464,0.1748283522297267,0.6596784135159972,0.8810244839050863,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.36776407746104056,-0.13071721760370836,-1.2229403444389604,-0.22412856799256672,Home Mortgage,2 years,debt consolidation,Short Term,-1.258148357913647,-0.22662982865799294,2.7829372016598803,0,0,0,1,0.0
-0.21198342709521392,-0.1031789807490464,-0.029481981099391662,0.6878672689399119,0.05668668860355059,-0.3264900671789613,-0.1663009461215819,-0.3273751528441557,-0.3619539435936684,-0.03770299003195448,-0.8892423189026759,-0.23908375998689765,Home Mortgage,4 years,debt consolidation,Short Term,-1.050745117136208,0.1402034888669559,1.0680461745629493,0,0,0,0,0.0
-0.2027334643907894,-0.1031789807490464,-1.0510336477449835,3.3939973896357345,1.546483286911299,-0.3264900671789613,-0.21047235734673578,-0.3273751528441557,-0.3698405490585008,3.8318595452604773,-1.1453479464039278,-0.23772419707832212,Home Mortgage,< 1 year,debt consolidation,Short Term,-1.401257686352526,-7.678627942801632,18.626254419614536,0,0,0,0,1.0
-1.138797751296306,-0.1031789807490464,-0.4381026477576284,0.7160561243638266,-0.24694357218240942,1.6169031898386654,-0.6963578808234285,2.534295763625736,-0.36721213880074244,-0.5026603490190764,-0.8670126885288049,-0.23296572689830775,Own Home,< 1 year,debt consolidation,Short Term,0.46462886110570256,0.21182764070767574,-0.15142912601280803,1,1,0,1,1.0
0.832218206008243,-0.1031789807490464,0.37913868555884506,-0.1296095383536179,-0.0028019469955728785,-0.3264900671789613,1.821412559010343,-0.3273751528441557,-0.3647796220899143,0.013156165594435706,0.8247213492393648,-0.23296572689830775,Rent,2 years,debt consolidation,Short Term,-0.04580240384734754,-0.04144552312944133,-0.4383980852349642,0,0,0,0,0.0
-0.2027334643907894,-0.1031789807490464,3.8524143521538567,0.12409016046161554,-0.03287712483739893,-0.3264900671789613,1.379698446758804,-0.3273751528441557,-0.36345579412013335,0.6468475912346597,1.5446908987626857,-0.23772419707832212,Rent,10+ years,debt consolidation,Long Term,2.2230681977487454,-0.3377482924126072,-0.23999381416232915,0,0,0,0,1.0
-0.9913388504942977,-0.1031789807490464,-1.6639646477323387,-0.5947256528482123,-0.36281075898337184,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.36877928717618413,-0.5228560987364909,-1.2573413313673465,-0.23092638253544442,Rent,6 years,debt consolidation,Short Term,-1.126198908571966,0.1090716524969711,0.9640798445840907,0,0,0,1,0.0
-0.4897279911683065,-0.1031789807490464,0.9920696855462001,-1.2571637553102104,-0.27203930638815754,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.36288392243225287,-0.21423090939290387,-0.6066808955572355,-0.2431624487126243,Rent,< 1 year,debt consolidation,Short Term,-0.37850976262186165,0.2009726597292897,0.11102115322853426,0,0,0,1,0.0
0.46976216410020805,-0.1031789807490464,1.8093110188626735,0.43416757012467844,0.7496730471261541,-0.3264900671789613,2.616497961063113,-0.3273751528441557,-0.3634406725130019,0.1708536816977395,1.3555277323112662,-0.22752747526400557,Own Home,10+ years,debt consolidation,Short Term,0.7639341630669507,-0.05113136019901462,-0.46189721330991507,0,0,0,0,1.0
-0.8983969941574106,-0.1031789807490464,0.7877593522170818,-1.0880306227667216,-0.2935617521374511,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3701003657628503,-0.6554084842057181,-0.3252182752340776,-0.25539851488980414,Home Mortgage,3 years,debt consolidation,Short Term,1.1077118482421602,0.1605581229517841,-0.7674050896869402,0,0,0,1,0.0
-0.2027334643907894,-0.1031789807490464,-1.4596543144032201,0.053618021901828496,-0.3901894274807437,1.6169031898386654,-0.6963578808234285,-0.3273751528441557,-0.371136195851355,-0.43501880982469393,0.08167693624810923,-0.23772419707832212,Rent,< 1 year,debt consolidation,Short Term,0.2519296089248625,-0.6851414419170994,-0.6145804994200779,0,1,0,1,0.0
-0.32175456484652554,-0.1031789807490464,0.5834490188879634,5.550444829565218,-0.195130889563818,-0.3264900671789613,0.3637559885802647,-0.3273751528441557,-0.35571559330616453,-0.3151527685441524,-0.37914414663533125,-0.28123021015273936,Home Mortgage,< 1 year,debt consolidation,Long Term,-0.2344258736131671,0.38800532597163595,-0.2636894132457044,0,0,0,0,1.0
-0.3755345604905768,-0.1031789807490464,-0.029481981099391662,-0.4114980925927659,-0.022273060482827695,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.35664900887364254,-0.04077501956643443,0.3049029963902894,-0.2384039785326099,Home Mortgage,3 years,home improvements,Long Term,0.8748052381962548,0.28070716717660316,-0.31107371896400665,0,0,0,1,1.0
-0.2027334643907894,-0.1031789807490464,-0.23379231442851003,0.02542916647791378,-0.22365102520700178,-0.3264900671789613,0.5846130447060341,-0.3273751528441557,-0.36218489177531243,-0.34371126532765117,-0.4950256038314422,-0.23772419707832212,Own Home,10+ years,debt consolidation,Long Term,-0.5250695586495413,0.29344339226349636,-0.22091110511098766,0,0,0,0,1.0
0.8008936311127814,-0.1031789807490464,-0.23379231442851003,2.210065461831312,-0.21982959171884897,-0.3264900671789613,1.0704985681827268,-0.3273751528441557,2.7511385336896237,-0.6745233346424822,0.9325730920418721,-0.22548813090114228,Home Mortgage,9 years,debt consolidation,Short Term,0.06514441600204214,0.573774274093565,-0.9320787954690597,0,0,0,0,0.0
-0.5133626900306077,-0.1031789807490464,-0.029481981099391662,0.03952359418987139,-0.3749202365302457,-0.3264900671789613,2.263126671261882,-0.3273751528441557,-0.36740184623566435,-0.5213200839692509,-0.01662367259148015,-0.2472411374383509,Rent,4 years,debt consolidation,Short Term,0.6529332923806224,0.2187625251208084,-0.6803795742226942,0,0,0,0,0.0
-0.40663802073971744,-0.1031789807490464,0.37913868555884506,-0.7497643576797437,-0.0789493857227045,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3604988325801552,0.1724465859008032,-0.03868425634653847,-0.24384223016691206,Rent,1 year,debt consolidation,Short Term,0.4067130440901772,0.0934145956900277,0.0987050197592376,0,0,0,1,0.0
-1.0396646848624334,-0.1031789807490464,1.400690352204437,-0.7779532131036585,-0.4697943536495374,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,2.7511385336896237,-0.7285682986749997,-0.6874006560403033,-0.24112310434976097,Rent,6 years,other,Short Term,0.6531005216650978,0.5738750144529482,-0.784507649980008,0,0,0,1,0.0
-0.2027334643907894,-0.1031789807490464,2.2179316855209104,1.2234555219942935,0.05263365308581276,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3527586317661864,0.7796844238830055,1.5066554095298266,-0.23772419707832212,Home Mortgage,1 year,debt consolidation,Long Term,2.1718224663390315,0.10246055927687536,-0.15654928848732602,0,0,0,1,1.0
1.5324882909065498,-0.1031789807490464,-0.6424129810867467,0.3496010038529343,-0.03092505058803948,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3487060410549565,0.46958010920800225,1.5300683662353864,-0.25675807779837967,Home Mortgage,4 years,debt consolidation,Short Term,-0.012518841811247938,0.2544783079201234,-0.33294068166508983,0,0,0,1,0.0
-0.03523911980270372,-0.1031789807490464,-0.6424129810867467,-1.8914130023482938,-0.3132479246521777,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.36997320679379037,-0.7361914830753759,-0.965482343987207,-0.2662750181584084,Rent,< 1 year,other,Short Term,-1.2371004042481384,0.3246662445818996,-0.6717235834385192,0,0,0,1,1.0
-0.2027334643907894,-0.1031789807490464,0.1748283522297267,1.0402279617388472,-0.21456891704684639,1.6169031898386654,-0.4313294134725052,2.534295763625736,-0.36633439824133934,-0.32539286699241887,0.19324770466449614,-0.23772419707832212,Home Mortgage,1 year,home improvements,Short Term,0.40225042106002457,0.107178610379735,-0.5376243458322005,1,1,0,0,1.0
0.48828665780309277,-0.1031789807490464,-0.029481981099391662,1.9563657630160793,-0.11474844229570318,-0.3264900671789613,0.6729558671563419,-0.3273751528441557,-0.3650799921952073,-0.4127750404176262,-0.4745709629551046,-0.22616791235543005,Home Mortgage,3 years,debt consolidation,Short Term,-0.9509006942280055,0.2426482147155022,-0.3453245833164813,0,0,0,0,0.0
-0.6711894109156626,-0.1031789807490464,-0.029481981099391662,0.15227901588553028,-0.1271226078763885,-0.3264900671789613,0.8054701008318035,-0.3273751528441557,-0.36760255120304547,-0.3024664243554667,-0.9051327010710705,-0.24656135598406312,Home Mortgage,10+ years,debt consolidation,Short Term,-0.6891050616144454,-0.023392894196803054,0.42732439281870943,0,0,0,0,1.0
-0.00875449883226641,-0.1031789807490464,0.7877593522170818,-0.059137399793830876,0.0630392014150254,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3646407782426164,-0.24910413355283362,0.75668008516725,-0.23228594544401998,Home Mortgage,2 years,debt consolidation,Long Term,0.8083073797080763,0.14785831293548343,-0.6112832367237541,0,0,0,1,0.0
-0.2027334643907894,-0.1031789807490464,-0.029481981099391662,-1.0598417673428067,-0.15972886504153652,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3634262382516491,0.2957828827665906,-0.21939509185732273,-0.23772419707832212,Home Mortgage,8 years,debt consolidation,Long Term,-0.1537088250338107,-0.12494621707380409,0.4135140262624915,0,0,0,1,1.0
-0.584070240265226,-0.1031789807490464,-0.6424129810867467,-0.045042972081873266,-0.38300976456360813,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.36051464153306534,-0.6229246163503839,-0.21753557905038293,-0.2785110843355883,Own Home,8 years,debt consolidation,Long Term,0.4532974484475975,0.4591034201783516,-0.7505429784284369,0,0,0,1,0.0
1.0453235884735244,-0.1031789807490464,0.37913868555884506,-0.8907086347993178,0.19860910373282764,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,2.7511385336896237,1.2329225590904447,0.7286183464443406,-0.2628761108869696,Rent,5 years,debt consolidation,Short Term,-0.26320148640680574,0.5702187756622354,0.4894688454625261,0,0,0,1,0.0
-0.5904825650085322,-0.1031789807490464,-0.23379231442851003,-1.341730321581955,-0.08149700804813972,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.36268184277331433,-0.097493787082666,-0.1883750373051909,-0.23500507126117104,Home Mortgage,10+ years,debt consolidation,Short Term,0.5198167676031406,0.14328982198257778,-0.10701853077287886,0,0,0,1,1.0
0.0038490360080251865,-0.1031789807490464,-0.6424129810867467,-0.08732625521774559,-0.5200685370715997,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.3655157694189047,-0.8727261290522623,0.3431920555513676,-0.23024660108115666,Own Home,9 years,debt consolidation,Short Term,0.29801922296537114,0.5741437261062928,-1.0664935139634126,0,0,0,1,1.0
-0.033863295336706976,-0.1031789807490464,-0.8467233144158651,1.4489663653856124,0.3420203890522941,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,-0.368123559303302,-0.5495941335736312,-0.6501258765921013,-0.22480834944685452,Own Home,10+ years,debt consolidation,Short Term,-0.8554967196301653,0.20053235961324603,-0.460684856067109,0,0,0,1,0.0
